Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
WPP,WPP plc,78.93,19984012181.46,n/a,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/wpp
WSCI,WSI Industries Inc.,4.768,14157183.744,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wsci
XRX,Xerox Corporation,31.28,7966186235.44,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/xrx
XLNX,"Xilinx, Inc.",64.76,16501833906.24,n/a,1990,Technology,Semiconductors,https://www.nasdaq.com/symbol/xlnx
XPER,Xperi Corporation,22.2,1097566290.6,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/xper
XPLR,Xplore Technologies Corp,3.3,36413533.2,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/xplr
XNET,Xunlei Limited,13.08,468535069.92,35820724,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/xnet
YNDX,Yandex N.V.,32.51,10683911008.55,n/a,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/yndx
YEXT,"Yext, Inc.",13.24,1246865176.68,n/a,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/yext
YGE,Yingli Green Energy Holding Company Limited,1.88,34171588.76,n/a,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/yge
YY,YY Inc.,93.28,4479534415.84,48022453,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/yy
ZBRA,Zebra Technologies Corporation,135.13,7210635309.77,n/a,1991,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/zbra
ZDGE,"Zedge, Inc.",4.25,43304172.25,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/zdge
ZEN,"Zendesk, Inc.",48.47,5053193415.74,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/zen
ZIXI,Zix Corporation,4.96,269694801.92,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/zixi
ZS,"Zscaler, Inc.",28.71,3368587565.97,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/zs
ZUO,"Zuora, Inc.",19.61,2029796233.42,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/zuo
ZNGA,Zynga Inc.,3.48,3020015562.72,n/a,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/znga
